%22structural+magnetic+resonance+imaging%22
%22cortical+thickness%22
%22diffusion+magnetic+resonance+imaging%22
%22diffusion+tensor+imaging%22
%22fractional+anisotropy%22
%22magnetic+resonance+venography%22
%22magnetic+resonance+angiography%22
%22functional+magnetic+resonance+imaging%22
%22functional+connectivity%22
%22ReHo%22
%22representational+similarity+analysis%22
%22intersubject+correlation%22
%22statistical+parametric+mapping%22
%22FSL%22
%22freesurfer%22
%22neurosynth%22
%22neurovault%22
%22Amplitude+of+Low+Frequency+Fluctuations%22
%22blood+oxygen+level+dependent%22
%22functional+connectivity+density%22
%22resting+state+fMRI%22
%22task+fMRI%22
%22resting+state+functional+magnetic+resonance+imaging%22
%22task+functional+magnetic+resonance+imaging%22
